network_node	genome	Family	Division	Cluster designation
G35_Cl_2	Bacillus amyloliquefaciens FZB42	Bacillaceae	Firmicutes	Native
G35_Cl_3	Bacillus amyloliquefaciens FZB42	Bacillaceae	Firmicutes	Native
G35_Cl_4	Bacillus amyloliquefaciens FZB42	Bacillaceae	Firmicutes	Alien
G35_Cl_5	Bacillus amyloliquefaciens FZB42	Bacillaceae	Firmicutes	Alien
G35_Cl_6	Bacillus amyloliquefaciens FZB42	Bacillaceae	Firmicutes	Alien
G35_Cl_7	Bacillus amyloliquefaciens FZB42	Bacillaceae	Firmicutes	Alien
G35_Cl_8	Bacillus amyloliquefaciens FZB42	Bacillaceae	Firmicutes	Native
G35_Cl_9	Bacillus amyloliquefaciens FZB42	Bacillaceae	Firmicutes	Alien
G35_Cl_10	Bacillus amyloliquefaciens FZB42	Bacillaceae	Firmicutes	Native
G36_Cl_1	Bacillus anthracis str. Ames	Bacillaceae	Firmicutes	Native
G36_Cl_2	Bacillus anthracis str. Ames	Bacillaceae	Firmicutes	Native
G36_Cl_3	Bacillus anthracis str. Ames	Bacillaceae	Firmicutes	Alien
G36_Cl_4	Bacillus anthracis str. Ames	Bacillaceae	Firmicutes	Alien
G36_Cl_5	Bacillus anthracis str. Ames	Bacillaceae	Firmicutes	Alien
G36_Cl_6	Bacillus anthracis str. Ames	Bacillaceae	Firmicutes	Native
G36_Cl_7	Bacillus anthracis str. Ames	Bacillaceae	Firmicutes	Alien
G37_Cl_1	Bacillus anthracis str. 'Ames Ancestor'	Bacillaceae	Firmicutes	Native
G37_Cl_2	Bacillus anthracis str. 'Ames Ancestor'	Bacillaceae	Firmicutes	Native
G37_Cl_3	Bacillus anthracis str. 'Ames Ancestor'	Bacillaceae	Firmicutes	Alien
G37_Cl_4	Bacillus anthracis str. 'Ames Ancestor'	Bacillaceae	Firmicutes	Alien
G37_Cl_5	Bacillus anthracis str. 'Ames Ancestor'	Bacillaceae	Firmicutes	Alien
G37_Cl_6	Bacillus anthracis str. 'Ames Ancestor'	Bacillaceae	Firmicutes	Native
G37_Cl_7	Bacillus anthracis str. 'Ames Ancestor'	Bacillaceae	Firmicutes	Alien
G38_Cl_1	Bacillus anthracis str. Sterne	Bacillaceae	Firmicutes	Native
G38_Cl_2	Bacillus anthracis str. Sterne	Bacillaceae	Firmicutes	Native
G38_Cl_3	Bacillus anthracis str. Sterne	Bacillaceae	Firmicutes	Alien
G38_Cl_4	Bacillus anthracis str. Sterne	Bacillaceae	Firmicutes	Alien
G38_Cl_5	Bacillus anthracis str. Sterne	Bacillaceae	Firmicutes	Alien
G38_Cl_6	Bacillus anthracis str. Sterne	Bacillaceae	Firmicutes	Alien
G38_Cl_7	Bacillus anthracis str. Sterne	Bacillaceae	Firmicutes	Alien
G38_Cl_8	Bacillus anthracis str. Sterne	Bacillaceae	Firmicutes	Native
G38_Cl_9	Bacillus anthracis str. Sterne	Bacillaceae	Firmicutes	Alien
G38_Cl_10	Bacillus anthracis str. Sterne	Bacillaceae	Firmicutes	Alien
G39_Cl_1	Bacillus cereus ATCC 14579	Bacillaceae	Firmicutes	Native
G39_Cl_2	Bacillus cereus ATCC 14579	Bacillaceae	Firmicutes	Alien
G39_Cl_3	Bacillus cereus ATCC 14579	Bacillaceae	Firmicutes	Native
G39_Cl_4	Bacillus cereus ATCC 14579	Bacillaceae	Firmicutes	Alien
G39_Cl_5	Bacillus cereus ATCC 14579	Bacillaceae	Firmicutes	Alien
G39_Cl_6	Bacillus cereus ATCC 14579	Bacillaceae	Firmicutes	Alien
G39_Cl_7	Bacillus cereus ATCC 14579	Bacillaceae	Firmicutes	Alien
G39_Cl_8	Bacillus cereus ATCC 14579	Bacillaceae	Firmicutes	Alien
G39_Cl_9	Bacillus cereus ATCC 14579	Bacillaceae	Firmicutes	Alien
G39_Cl_10	Bacillus cereus ATCC 14579	Bacillaceae	Firmicutes	Alien
G39_Cl_11	Bacillus cereus ATCC 14579	Bacillaceae	Firmicutes	Alien
G40_Cl_1	Bacillus cereus ATCC 10987	Bacillaceae	Firmicutes	Native
G40_Cl_2	Bacillus cereus ATCC 10987	Bacillaceae	Firmicutes	Native
G40_Cl_3	Bacillus cereus ATCC 10987	Bacillaceae	Firmicutes	Alien
G40_Cl_4	Bacillus cereus ATCC 10987	Bacillaceae	Firmicutes	Alien
G40_Cl_5	Bacillus cereus ATCC 10987	Bacillaceae	Firmicutes	Alien
G40_Cl_6	Bacillus cereus ATCC 10987	Bacillaceae	Firmicutes	Alien
G40_Cl_7	Bacillus cereus ATCC 10987	Bacillaceae	Firmicutes	Alien
G40_Cl_8	Bacillus cereus ATCC 10987	Bacillaceae	Firmicutes	Alien
G40_Cl_9	Bacillus cereus ATCC 10987	Bacillaceae	Firmicutes	Alien
G40_Cl_10	Bacillus cereus ATCC 10987	Bacillaceae	Firmicutes	Alien
G40_Cl_11	Bacillus cereus ATCC 10987	Bacillaceae	Firmicutes	Alien
G40_Cl_12	Bacillus cereus ATCC 10987	Bacillaceae	Firmicutes	Native
G40_Cl_13	Bacillus cereus ATCC 10987	Bacillaceae	Firmicutes	Native
G40_Cl_14	Bacillus cereus ATCC 10987	Bacillaceae	Firmicutes	Native
G41_Cl_1	Bacillus cereus E33L	Bacillaceae	Firmicutes	Native
G41_Cl_2	Bacillus cereus E33L	Bacillaceae	Firmicutes	Native
G41_Cl_3	Bacillus cereus E33L	Bacillaceae	Firmicutes	Alien
G41_Cl_4	Bacillus cereus E33L	Bacillaceae	Firmicutes	Alien
G41_Cl_5	Bacillus cereus E33L	Bacillaceae	Firmicutes	Alien
G41_Cl_6	Bacillus cereus E33L	Bacillaceae	Firmicutes	Alien
G41_Cl_7	Bacillus cereus E33L	Bacillaceae	Firmicutes	Alien
G41_Cl_8	Bacillus cereus E33L	Bacillaceae	Firmicutes	Alien
G41_Cl_9	Bacillus cereus E33L	Bacillaceae	Firmicutes	Alien
G41_Cl_10	Bacillus cereus E33L	Bacillaceae	Firmicutes	Native
G41_Cl_11	Bacillus cereus E33L	Bacillaceae	Firmicutes	Alien
G41_Cl_12	Bacillus cereus E33L	Bacillaceae	Firmicutes	Alien
G41_Cl_13	Bacillus cereus E33L	Bacillaceae	Firmicutes	Alien
G42_Cl_1	Bacillus cereus subsp. cytotoxis NVH 391-98	Bacillaceae	Firmicutes	Native
G42_Cl_2	Bacillus cereus subsp. cytotoxis NVH 391-98	Bacillaceae	Firmicutes	Native
G42_Cl_3	Bacillus cereus subsp. cytotoxis NVH 391-98	Bacillaceae	Firmicutes	Native
G42_Cl_4	Bacillus cereus subsp. cytotoxis NVH 391-98	Bacillaceae	Firmicutes	Native
G42_Cl_5	Bacillus cereus subsp. cytotoxis NVH 391-98	Bacillaceae	Firmicutes	Alien
G42_Cl_6	Bacillus cereus subsp. cytotoxis NVH 391-98	Bacillaceae	Firmicutes	Alien
G42_Cl_7	Bacillus cereus subsp. cytotoxis NVH 391-98	Bacillaceae	Firmicutes	Native
G42_Cl_8	Bacillus cereus subsp. cytotoxis NVH 391-98	Bacillaceae	Firmicutes	Native
G43_Cl_1	Bacillus clausii KSM-K16	Bacillaceae	Firmicutes	Native
G43_Cl_2	Bacillus clausii KSM-K16	Bacillaceae	Firmicutes	Native
G43_Cl_3	Bacillus clausii KSM-K16	Bacillaceae	Firmicutes	Alien
G43_Cl_4	Bacillus clausii KSM-K16	Bacillaceae	Firmicutes	Alien
G43_Cl_5	Bacillus clausii KSM-K16	Bacillaceae	Firmicutes	Native
G43_Cl_6	Bacillus clausii KSM-K16	Bacillaceae	Firmicutes	Alien
G44_Cl_1	Bacillus halodurans C-125	Bacillaceae	Firmicutes	Native
G44_Cl_2	Bacillus halodurans C-125	Bacillaceae	Firmicutes	Native
G44_Cl_3	Bacillus halodurans C-125	Bacillaceae	Firmicutes	Alien
G44_Cl_4	Bacillus halodurans C-125	Bacillaceae	Firmicutes	Alien
G44_Cl_5	Bacillus halodurans C-125	Bacillaceae	Firmicutes	Alien
G44_Cl_6	Bacillus halodurans C-125	Bacillaceae	Firmicutes	Native
G45_Cl_1	Bacillus licheniformis ATCC 14580	Bacillaceae	Firmicutes	Native
G45_Cl_2	Bacillus licheniformis ATCC 14580	Bacillaceae	Firmicutes	Native
G45_Cl_3	Bacillus licheniformis ATCC 14580	Bacillaceae	Firmicutes	Native
G45_Cl_4	Bacillus licheniformis ATCC 14580	Bacillaceae	Firmicutes	Alien
G45_Cl_5	Bacillus licheniformis ATCC 14580	Bacillaceae	Firmicutes	Native
G45_Cl_6	Bacillus licheniformis ATCC 14580	Bacillaceae	Firmicutes	Alien
G45_Cl_7	Bacillus licheniformis ATCC 14580	Bacillaceae	Firmicutes	Alien
G45_Cl_8	Bacillus licheniformis ATCC 14580	Bacillaceae	Firmicutes	Alien
G45_Cl_9	Bacillus licheniformis ATCC 14580	Bacillaceae	Firmicutes	Alien
G45_Cl_10	Bacillus licheniformis ATCC 14580	Bacillaceae	Firmicutes	Native
G46_Cl_1	Bacillus licheniformis ATCC 14580	Bacillaceae	Firmicutes	Native
G46_Cl_2	Bacillus licheniformis ATCC 14580	Bacillaceae	Firmicutes	Native
G46_Cl_3	Bacillus licheniformis ATCC 14580	Bacillaceae	Firmicutes	Alien
G46_Cl_4	Bacillus licheniformis ATCC 14580	Bacillaceae	Firmicutes	Alien
G46_Cl_5	Bacillus licheniformis ATCC 14580	Bacillaceae	Firmicutes	Native
G46_Cl_6	Bacillus licheniformis ATCC 14580	Bacillaceae	Firmicutes	Alien
G46_Cl_7	Bacillus licheniformis ATCC 14580	Bacillaceae	Firmicutes	Alien
G47_Cl_1	Bacillus subtilis subsp. subtilis str. 168	Bacillaceae	Firmicutes	Native
G47_Cl_2	Bacillus subtilis subsp. subtilis str. 168	Bacillaceae	Firmicutes	Native
G47_Cl_3	Bacillus subtilis subsp. subtilis str. 168	Bacillaceae	Firmicutes	Native
G47_Cl_4	Bacillus subtilis subsp. subtilis str. 168	Bacillaceae	Firmicutes	Native
G47_Cl_5	Bacillus subtilis subsp. subtilis str. 168	Bacillaceae	Firmicutes	Alien
G47_Cl_6	Bacillus subtilis subsp. subtilis str. 168	Bacillaceae	Firmicutes	Alien
G47_Cl_7	Bacillus subtilis subsp. subtilis str. 168	Bacillaceae	Firmicutes	Alien
G47_Cl_8	Bacillus subtilis subsp. subtilis str. 168	Bacillaceae	Firmicutes	Native
G47_Cl_9	Bacillus subtilis subsp. subtilis str. 168	Bacillaceae	Firmicutes	Native
G48_Cl_1	Bacillus thuringiensis str. Al Hakam	Bacillaceae	Firmicutes	Native
G48_Cl_2	Bacillus thuringiensis str. Al Hakam	Bacillaceae	Firmicutes	Native
G48_Cl_3	Bacillus thuringiensis str. Al Hakam	Bacillaceae	Firmicutes	Native
G48_Cl_4	Bacillus thuringiensis str. Al Hakam	Bacillaceae	Firmicutes	Alien
G48_Cl_5	Bacillus thuringiensis str. Al Hakam	Bacillaceae	Firmicutes	Alien
G48_Cl_6	Bacillus thuringiensis str. Al Hakam	Bacillaceae	Firmicutes	Alien
G48_Cl_7	Bacillus thuringiensis str. Al Hakam	Bacillaceae	Firmicutes	Alien
G48_Cl_8	Bacillus thuringiensis str. Al Hakam	Bacillaceae	Firmicutes	Alien
G48_Cl_9	Bacillus thuringiensis str. Al Hakam	Bacillaceae	Firmicutes	Alien
G48_Cl_10	Bacillus thuringiensis str. Al Hakam	Bacillaceae	Firmicutes	Alien
G48_Cl_11	Bacillus thuringiensis str. Al Hakam	Bacillaceae	Firmicutes	Alien
G48_Cl_12	Bacillus thuringiensis str. Al Hakam	Bacillaceae	Firmicutes	Alien
G48_Cl_13	Bacillus thuringiensis str. Al Hakam	Bacillaceae	Firmicutes	Alien
G49_Cl_1	Bacillus thuringiensis serovar konkukian str. 97-27	Bacillaceae	Firmicutes	Native
G49_Cl_2	Bacillus thuringiensis serovar konkukian str. 97-27	Bacillaceae	Firmicutes	Native
G49_Cl_3	Bacillus thuringiensis serovar konkukian str. 97-27	Bacillaceae	Firmicutes	Alien
G49_Cl_4	Bacillus thuringiensis serovar konkukian str. 97-27	Bacillaceae	Firmicutes	Alien
G49_Cl_5	Bacillus thuringiensis serovar konkukian str. 97-27	Bacillaceae	Firmicutes	Alien
G49_Cl_6	Bacillus thuringiensis serovar konkukian str. 97-27	Bacillaceae	Firmicutes	Native
G49_Cl_7	Bacillus thuringiensis serovar konkukian str. 97-27	Bacillaceae	Firmicutes	Alien
G49_Cl_8	Bacillus thuringiensis serovar konkukian str. 97-27	Bacillaceae	Firmicutes	Native
G49_Cl_9	Bacillus thuringiensis serovar konkukian str. 97-27	Bacillaceae	Firmicutes	Native
G49_Cl_10	Bacillus thuringiensis serovar konkukian str. 97-27	Bacillaceae	Firmicutes	Alien
G49_Cl_11	Bacillus thuringiensis serovar konkukian str. 97-27	Bacillaceae	Firmicutes	Alien
G49_Cl_12	Bacillus thuringiensis serovar konkukian str. 97-27	Bacillaceae	Firmicutes	Alien
G50_Cl_1	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Native
G50_Cl_2	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_3	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_4	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_5	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_6	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_7	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_8	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_9	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_10	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_11	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_12	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_13	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_14	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_15	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_16	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_17	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_18	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_19	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_20	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_21	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Native
G50_Cl_22	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_23	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_24	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_25	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_26	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_27	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_28	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G50_Cl_29	Bacteroides fragilis NCTC 9343	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_1	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Native
G51_Cl_2	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_3	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_4	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_5	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_6	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_7	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_8	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_9	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_10	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_11	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_12	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_13	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_14	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_15	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_16	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_17	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_18	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_19	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_20	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_21	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_22	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_23	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_24	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_25	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_26	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_27	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_28	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_29	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G51_Cl_30	Bacteroides fragilis YCH46	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_1	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Native
G52_Cl_2	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_3	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_4	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_5	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_6	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_7	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_8	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_9	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_10	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_11	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_12	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_13	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_14	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_15	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_16	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_17	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_18	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_19	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_20	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_21	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_22	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_23	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_24	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_25	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_26	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_27	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_28	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_29	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_30	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_31	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_32	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_33	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_34	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_35	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G52_Cl_36	Bacteroides thetaiotaomicron VPI-5482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_1	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Native
G53_Cl_2	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_3	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_4	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_5	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_6	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_7	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_8	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_9	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_10	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_11	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_12	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_13	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_14	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_15	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_16	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_17	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_18	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_19	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_20	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_21	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_22	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_23	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_24	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_25	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_26	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_27	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_28	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G53_Cl_29	Bacteroides vulgatus ATCC 8482	Bacteroidaceae	Bacteroidetes	Alien
G54_Cl_1	Bartonella bacilliformis KC583	Bartonellaceae	Proteobacteria	Native
G54_Cl_2	Bartonella bacilliformis KC583	Bartonellaceae	Proteobacteria	Alien
G54_Cl_3	Bartonella bacilliformis KC583	Bartonellaceae	Proteobacteria	Alien
G54_Cl_4	Bartonella bacilliformis KC583	Bartonellaceae	Proteobacteria	Alien
G54_Cl_5	Bartonella bacilliformis KC583	Bartonellaceae	Proteobacteria	Alien
G54_Cl_6	Bartonella bacilliformis KC583	Bartonellaceae	Proteobacteria	Alien
G55_Cl_1	Bartonella henselae str. Houston-1	Bartonellaceae	Proteobacteria	Native
G55_Cl_2	Bartonella henselae str. Houston-1	Bartonellaceae	Proteobacteria	Alien
G55_Cl_3	Bartonella henselae str. Houston-1	Bartonellaceae	Proteobacteria	Alien
G55_Cl_4	Bartonella henselae str. Houston-1	Bartonellaceae	Proteobacteria	Alien
G55_Cl_5	Bartonella henselae str. Houston-1	Bartonellaceae	Proteobacteria	Alien
G55_Cl_6	Bartonella henselae str. Houston-1	Bartonellaceae	Proteobacteria	Alien
G55_Cl_7	Bartonella henselae str. Houston-1	Bartonellaceae	Proteobacteria	Native
G55_Cl_8	Bartonella henselae str. Houston-1	Bartonellaceae	Proteobacteria	Alien
G55_Cl_9	Bartonella henselae str. Houston-1	Bartonellaceae	Proteobacteria	Alien
G55_Cl_10	Bartonella henselae str. Houston-1	Bartonellaceae	Proteobacteria	Alien
G55_Cl_11	Bartonella henselae str. Houston-1	Bartonellaceae	Proteobacteria	Alien
G56_Cl_1	Bartonella quintana str. Toulouse	Bartonellaceae	Proteobacteria	Native
G56_Cl_2	Bartonella quintana str. Toulouse	Bartonellaceae	Proteobacteria	Alien
G56_Cl_3	Bartonella quintana str. Toulouse	Bartonellaceae	Proteobacteria	Alien
G56_Cl_4	Bartonella quintana str. Toulouse	Bartonellaceae	Proteobacteria	Alien
G56_Cl_5	Bartonella quintana str. Toulouse	Bartonellaceae	Proteobacteria	Alien
G56_Cl_6	Bartonella quintana str. Toulouse	Bartonellaceae	Proteobacteria	Alien
G56_Cl_7	Bartonella quintana str. Toulouse	Bartonellaceae	Proteobacteria	Alien
G57_Cl_1	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	Unknown	Proteobacteria	Native
